DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,UB,Algorithm,Stochastic,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Algorithm Msgs Counter,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,5,39.0,1.0,64.0,0.0,0.0,26.0,36.0,36.0,25.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,6,39.0,1.0,39.0,0.0,0.0,32.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,7,39.0,1.0,39.0,0.0,0.0,38.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,8,39.0,1.0,39.0,0.0,0.0,44.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,9,39.0,1.0,39.0,0.0,0.0,54.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,10,39.0,1.0,39.0,0.0,0.0,60.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,11,39.0,1.0,39.0,0.0,0.0,62.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,12,39.0,1.0,39.0,0.0,0.0,68.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,13,39.0,1.0,39.0,0.0,0.0,76.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,14,39.0,1.0,39.0,0.0,0.0,80.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,15,39.0,1.0,39.0,0.0,0.0,86.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,16,39.0,1.0,39.0,0.0,0.0,92.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,17,39.0,1.0,39.0,0.0,0.0,98.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,18,39.0,1.0,39.0,0.0,0.0,104.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,19,39.0,1.0,39.0,0.0,0.0,110.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,20,39.0,1.0,39.0,0.0,0.0,118.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,21,39.0,1.0,39.0,0.0,0.0,126.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,22,39.0,1.0,39.0,0.0,0.0,132.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,23,39.0,1.0,39.0,0.0,0.0,138.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,24,39.0,1.0,39.0,0.0,0.0,140.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,25,39.0,1.0,39.0,0.0,0.0,150.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,26,39.0,1.0,39.0,0.0,0.0,152.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,27,39.0,1.0,39.0,0.0,0.0,160.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,28,39.0,1.0,39.0,0.0,0.0,164.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,29,39.0,1.0,39.0,0.0,0.0,170.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,30,39.0,1.0,39.0,0.0,0.0,176.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,31,39.0,1.0,39.0,0.0,0.0,184.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,32,39.0,1.0,39.0,0.0,0.0,190.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,33,39.0,1.0,39.0,0.0,0.0,198.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,34,39.0,1.0,39.0,0.0,0.0,204.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,35,39.0,1.0,39.0,0.0,0.0,206.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,36,39.0,1.0,39.0,0.0,0.0,212.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,37,39.0,1.0,39.0,0.0,0.0,220.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,38,39.0,1.0,39.0,0.0,0.0,225.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,39,39.0,1.0,39.0,0.0,0.0,230.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,40,39.0,1.0,39.0,0.0,0.0,240.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,41,39.0,1.0,39.0,0.0,0.0,242.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,42,39.0,1.0,39.0,0.0,0.0,252.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,43,39.0,1.0,39.0,0.0,0.0,255.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,44,39.0,1.0,39.0,0.0,0.0,264.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,45,39.0,1.0,39.0,0.0,0.0,266.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,46,39.0,1.0,39.0,0.0,0.0,272.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,47,39.0,1.0,39.0,0.0,0.0,278.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,48,39.0,1.0,39.0,0.0,0.0,288.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,5.0,DSA_SY,0.7,49,39.0,1.0,39.0,0.0,0.0,294.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,1,170.0,0.0,0.0,0.0,0.0,4.0,134.0,0.0,170.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,2,170.0,1.0,170.0,0.0,0.0,8.0,134.0,134.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,3,91.0,1.0,67.5,0.0,0.0,14.0,91.0,30.0,23.5
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,4,89.0,1.0,67.5,0.0,0.0,24.0,86.0,86.0,21.5
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,5,39.0,1.0,64.0,0.0,0.0,26.0,36.0,36.0,25.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,6,39.0,1.0,39.0,0.0,0.0,32.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,7,39.0,1.0,39.0,0.0,0.0,39.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,8,39.0,1.0,39.0,0.0,0.0,44.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,9,39.0,1.0,39.0,0.0,0.0,50.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,10,39.0,1.0,39.0,0.0,0.0,57.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,11,39.0,1.0,39.0,0.0,0.0,66.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,12,39.0,1.0,39.0,0.0,0.0,72.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,13,39.0,1.0,39.0,0.0,0.0,78.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,14,39.0,1.0,39.0,0.0,0.0,84.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,15,39.0,1.0,39.0,0.0,0.0,92.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,16,39.0,1.0,39.0,0.0,0.0,96.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,17,39.0,1.0,39.0,0.0,0.0,98.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,18,39.0,1.0,39.0,0.0,0.0,104.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,19,39.0,1.0,39.0,0.0,0.0,110.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,20,39.0,1.0,39.0,0.0,0.0,120.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,21,39.0,1.0,39.0,0.0,0.0,126.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,22,39.0,1.0,39.0,0.0,0.0,134.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,23,39.0,1.0,39.0,0.0,0.0,138.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,24,39.0,1.0,39.0,0.0,0.0,140.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,25,39.0,1.0,39.0,0.0,0.0,146.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,26,39.0,1.0,39.0,0.0,0.0,152.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,27,39.0,1.0,39.0,0.0,0.0,162.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,28,39.0,1.0,39.0,0.0,0.0,164.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,29,39.0,1.0,39.0,0.0,0.0,170.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,30,39.0,1.0,39.0,0.0,0.0,177.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,31,39.0,1.0,39.0,0.0,0.0,182.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,32,39.0,1.0,39.0,0.0,0.0,188.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,33,39.0,1.0,39.0,0.0,0.0,194.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,34,39.0,1.0,39.0,0.0,0.0,202.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,35,39.0,1.0,39.0,0.0,0.0,210.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,36,39.0,1.0,39.0,0.0,0.0,216.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,37,39.0,1.0,39.0,0.0,0.0,220.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,38,39.0,1.0,39.0,0.0,0.0,226.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,39,39.0,1.0,39.0,0.0,0.0,231.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,40,39.0,1.0,39.0,0.0,0.0,236.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,41,39.0,1.0,39.0,0.0,0.0,244.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,42,39.0,1.0,39.0,0.0,0.0,252.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,43,39.0,1.0,39.0,0.0,0.0,258.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,44,39.0,1.0,39.0,0.0,0.0,260.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,45,39.0,1.0,39.0,0.0,0.0,266.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,46,39.0,1.0,39.0,0.0,0.0,272.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,47,39.0,1.0,39.0,0.0,0.0,278.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,48,39.0,1.0,39.0,0.0,0.0,284.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,25.0,DSA_SY,0.7,49,39.0,1.0,39.0,0.0,0.0,294.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,1,170.0,0.0,0.0,0.0,0.0,4.0,134.0,0.0,170.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,2,170.0,1.0,170.0,0.0,0.0,8.0,134.0,134.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,3,91.0,1.0,67.5,0.0,0.0,16.0,91.0,30.0,23.5
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,4,89.0,1.0,39.5,0.0,0.0,24.0,86.0,33.0,49.5
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,5,39.0,1.0,64.0,0.0,0.0,26.0,36.0,36.0,25.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,6,39.0,1.0,39.0,0.0,0.0,32.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,7,39.0,1.0,39.0,0.0,0.0,38.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,8,39.0,1.0,39.0,0.0,0.0,48.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,9,39.0,1.0,39.0,0.0,0.0,54.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,10,39.0,1.0,39.0,0.0,0.0,60.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,11,39.0,1.0,39.0,0.0,0.0,62.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,12,39.0,1.0,39.0,0.0,0.0,72.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,13,39.0,1.0,39.0,0.0,0.0,74.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,14,39.0,1.0,39.0,0.0,0.0,82.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,15,39.0,1.0,39.0,0.0,0.0,92.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,16,39.0,1.0,39.0,0.0,0.0,92.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,17,39.0,1.0,39.0,0.0,0.0,100.0,36.0,36.0,0.0
Dense Random Uniform,Imperfect Communication,w Timestamp,0.0,100.0,DSA_SY,0.7,18,39.0,1.0,39.0,0.0,0.0,108.0,36.0,36.0,0.0
