run#,DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,UB,Algorithm,Stochastic,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Algorithm Msgs Counter,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors
17,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4965,7739.0,1.0,7445.0,7572.0,31.0,10812.0,199.0,199.0,294.0,1.0,1.0
18,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4999,8211.0,1.0,8262.5,8211.0,23.0,11025.0,302.0,315.0,51.5,1.0,1.0
19,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4543,8862.0,1.0,7814.0,8162.0,25.0,9818.0,235.0,268.0,1048.0,1.0,1.0
20,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4483,8032.0,1.0,6865.5,7121.0,20.0,10274.0,275.0,250.0,1166.5,1.0,1.0
21,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4682,8277.0,0.0,6911.5,7238.0,25.0,10756.0,197.0,207.0,1365.5,1.0,1.0
22,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4998,9007.0,1.0,8766.0,8996.0,20.0,10598.0,566.0,570.0,241.0,1.0,1.0
23,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4741,8422.0,1.0,7691.0,8143.0,25.0,10524.0,350.0,343.0,731.0,1.0,1.0
24,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4406,9441.0,1.0,7824.0,8385.0,15.0,8772.0,520.0,381.0,1617.0,1.0,1.0
25,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4383,10292.0,1.0,8685.0,9538.0,20.0,9170.0,538.0,472.0,1607.0,1.0,1.0
26,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4910,8059.0,1.0,7526.0,0.0,23.0,9855.0,153.0,162.0,533.0,1.0,1.0
27,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4159,11856.0,1.0,8359.0,10011.0,25.0,9683.0,512.0,367.0,3497.0,1.0,1.0
28,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,3594,8930.0,1.0,7648.5,8082.0,17.0,8038.0,298.0,350.0,1281.5,1.0,1.0
29,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4992,9021.0,1.0,8246.0,8472.0,28.0,10600.0,194.0,169.0,775.0,1.0,1.0
30,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4958,8417.0,0.0,7774.0,0.0,10.0,8970.0,334.0,421.0,643.0,1.0,1.0
31,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4832,9388.0,1.0,8054.5,8206.0,28.0,10905.0,408.0,376.0,1333.5,1.0,1.0
32,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4268,9674.0,0.0,7784.0,0.0,17.0,8892.0,272.0,479.0,1890.0,1.0,1.0
33,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4999,6869.0,1.0,7033.0,6869.0,22.0,11094.0,370.0,375.0,164.0,1.0,1.0
34,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4537,8278.0,1.0,7465.5,8114.0,12.0,10480.0,321.0,238.0,812.5,1.0,1.0
35,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4217,8054.0,1.0,6267.0,7003.0,28.0,8355.0,278.0,354.0,1787.0,1.0,1.0
36,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4136,11499.0,1.0,8544.5,9411.0,24.0,10107.0,261.0,180.0,2954.5,1.0,1.0
37,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4987,7771.0,1.0,7464.0,7676.0,19.0,10452.0,275.0,367.0,307.0,1.0,1.0
38,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4546,7928.0,1.0,7601.0,0.0,12.0,9770.0,410.0,659.0,327.0,1.0,1.0
39,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4986,9043.0,0.0,8488.0,8910.0,24.0,11335.0,397.0,402.0,555.0,1.0,1.0
40,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,3843,9678.0,1.0,7552.5,8318.0,18.0,7713.0,184.0,267.0,2125.5,1.0,1.0
41,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4749,8325.0,1.0,7656.0,8115.0,16.0,10638.0,263.0,282.0,669.0,1.0,1.0
42,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4416,9773.0,1.0,7299.5,0.0,28.0,8520.0,509.0,377.0,2473.5,1.0,1.0
43,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4976,8442.0,1.0,6848.0,7461.0,16.0,8216.0,139.0,269.0,1594.0,1.0,1.0
44,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4144,7821.0,1.0,6557.5,7122.0,17.0,7691.0,244.0,294.0,1263.5,1.0,1.0
45,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4881,8410.0,1.0,7097.5,7874.0,33.0,8557.0,146.0,342.0,1312.5,1.0,1.0
46,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4982,8107.0,1.0,7830.0,8041.0,20.0,11040.0,334.0,342.0,277.0,1.0,1.0
47,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4653,8594.0,1.0,7041.5,7958.0,26.0,9133.0,375.0,360.0,1552.5,1.0,1.0
48,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4981,9433.0,1.0,8372.0,0.0,15.0,11668.0,519.0,357.0,1061.0,1.0,1.0
49,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4963,10112.0,1.0,9283.0,9632.0,17.0,11135.0,342.0,269.0,829.0,1.0,1.0
50,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,3341,9878.0,1.0,8473.5,8893.0,20.0,9894.0,398.0,296.0,1404.5,1.0,1.0
51,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4939,8385.0,1.0,7636.5,8365.0,21.0,10147.0,98.0,115.0,748.5,1.0,1.0
52,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4756,6871.0,1.0,6633.5,6722.0,16.0,9209.0,270.0,270.0,237.5,1.0,1.0
53,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4780,9180.0,1.0,8361.0,8569.0,29.0,10602.0,181.0,163.0,819.0,1.0,1.0
54,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4883,8866.0,1.0,7458.0,0.0,29.0,11623.0,236.0,208.0,1408.0,1.0,1.0
55,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4959,9583.0,1.0,8640.0,9172.0,25.0,10362.0,585.0,363.0,943.0,1.0,1.0
56,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4919,8114.0,1.0,7455.0,7896.0,17.0,9904.0,334.0,372.0,659.0,1.0,1.0
57,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4406,6752.0,1.0,6631.5,6547.0,16.0,9534.0,346.0,364.0,120.5,1.0,1.0
58,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4485,8026.0,1.0,7301.0,7871.0,18.0,9942.0,190.0,126.0,725.0,1.0,1.0
59,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4964,7706.0,1.0,7714.0,7477.0,23.0,10866.0,367.0,281.0,8.0,1.0,1.0
60,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4319,8728.0,1.0,7640.5,8398.0,17.0,8310.0,133.0,182.0,1087.5,1.0,1.0
61,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4977,8351.0,1.0,7746.5,8131.0,23.0,11094.0,397.0,208.0,604.5,1.0,1.0
62,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4317,8730.0,1.0,8063.5,8534.0,17.0,9462.0,397.0,325.0,666.5,1.0,1.0
63,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4994,7816.0,1.0,7851.5,7791.0,29.0,11241.0,267.0,254.0,35.5,1.0,1.0
64,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4986,8851.0,0.0,8656.5,8738.0,30.0,12080.0,208.0,209.0,194.5,1.0,1.0
65,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4694,9828.0,1.0,8238.0,8767.0,24.0,9675.0,546.0,419.0,1590.0,1.0,1.0
66,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4795,8176.0,1.0,7865.5,7840.0,23.0,10581.0,198.0,161.0,310.5,1.0,1.0
67,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4398,9555.0,1.0,7595.5,8288.0,16.0,9619.0,480.0,354.0,1959.5,1.0,1.0
68,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4979,8239.0,1.0,6944.0,7525.0,18.0,11921.0,223.0,201.0,1295.0,1.0,1.0
69,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4510,8105.0,1.0,7079.0,7666.0,29.0,10207.0,507.0,410.0,1026.0,1.0,1.0
70,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4619,7947.0,0.0,7251.5,7299.0,13.0,8242.0,301.0,222.0,695.5,1.0,1.0
71,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,3122,10954.0,1.0,7498.0,9137.0,15.0,6265.0,629.0,450.0,3456.0,1.0,1.0
72,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4660,8169.0,1.0,7766.0,7930.0,13.0,9666.0,416.0,380.0,403.0,1.0,1.0
73,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4998,6732.0,0.0,6455.0,6584.0,25.0,9660.0,273.0,286.0,277.0,1.0,1.0
74,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4980,8010.0,0.0,6879.5,7266.0,18.0,8699.0,262.0,254.0,1130.5,1.0,1.0
75,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,3398,10851.0,1.0,7495.5,8782.0,27.0,8101.0,487.0,308.0,3355.5,1.0,1.0
76,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4873,7053.0,1.0,6622.5,6812.0,19.0,9925.0,87.0,94.0,430.5,1.0,1.0
77,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4999,10002.0,1.0,8513.0,0.0,14.0,12008.0,522.0,442.0,1489.0,1.0,1.0
78,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4983,10611.0,0.0,8010.5,9377.0,16.0,10829.0,407.0,441.0,2600.5,1.0,1.0
79,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4996,9047.0,1.0,8461.0,8720.0,23.0,10675.0,366.0,351.0,586.0,1.0,1.0
80,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4999,9002.0,0.0,7581.0,8080.0,25.0,10810.0,516.0,432.0,1421.0,1.0,1.0
81,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4949,10593.0,1.0,9445.0,10349.0,15.0,12289.0,318.0,160.0,1148.0,1.0,1.0
82,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4400,8158.0,1.0,7936.0,7749.0,29.0,10007.0,468.0,421.0,222.0,1.0,1.0
83,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4996,8780.0,1.0,8893.5,0.0,9.0,10301.0,467.0,488.0,113.5,1.0,1.0
84,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4985,8778.0,1.0,7303.0,8382.0,15.0,8726.0,542.0,497.0,1475.0,1.0,1.0
85,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4793,9176.0,1.0,8532.5,8682.0,16.0,9710.0,264.0,274.0,643.5,1.0,1.0
86,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4998,7611.0,1.0,7032.5,7295.0,21.0,9315.0,257.0,252.0,578.5,1.0,1.0
87,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4784,7480.0,0.0,6984.0,7245.0,19.0,8881.0,370.0,448.0,496.0,1.0,1.0
88,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,3642,9051.0,1.0,7410.0,8433.0,8.0,8322.0,553.0,353.0,1641.0,1.0,1.0
89,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4991,6959.0,1.0,6938.5,6799.0,34.0,10487.0,329.0,319.0,20.5,1.0,1.0
90,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4672,8892.0,1.0,7324.5,8119.0,14.0,7755.0,454.0,323.0,1567.5,1.0,1.0
91,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4641,8073.0,1.0,7377.0,7762.0,16.0,9957.0,233.0,210.0,696.0,1.0,1.0
92,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4998,7925.0,1.0,8058.0,7739.0,17.0,10661.0,469.0,448.0,133.0,1.0,1.0
93,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4753,9358.0,1.0,8348.5,8919.0,10.0,11431.0,194.0,204.0,1009.5,1.0,1.0
94,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4999,9359.0,1.0,8037.0,8778.0,25.0,10144.0,463.0,354.0,1322.0,1.0,1.0
95,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,3959,8865.0,1.0,7406.0,8197.0,16.0,7961.0,545.0,473.0,1459.0,1.0,1.0
96,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4822,7916.0,1.0,7794.5,7903.0,19.0,10945.0,351.0,408.0,121.5,1.0,1.0
97,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,3844,8154.0,1.0,7087.0,7401.0,15.0,7800.0,159.0,139.0,1067.0,1.0,1.0
98,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4532,10488.0,1.0,8742.5,8989.0,18.0,9951.0,397.0,378.0,1745.5,1.0,1.0
99,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,4317,8306.0,1.0,7470.0,7942.0,19.0,7545.0,106.0,183.0,836.0,1.0,1.0
0,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4982,8967.0,1.0,7294.5,8383.0,24.0,10400.0,374.0,438.0,1672.5,1.0,1.0
1,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4990,10813.0,1.0,8794.5,10051.0,16.0,8885.0,257.0,218.0,2018.5,1.0,1.0
2,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4976,8964.0,1.0,7655.0,8309.0,22.0,10190.0,279.0,320.0,1309.0,1.0,1.0
3,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4935,9160.0,1.0,7403.0,8383.0,16.0,8267.0,525.0,436.0,1757.0,1.0,1.0
4,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4982,8793.0,1.0,6630.0,7780.0,26.0,9468.0,670.0,395.0,2163.0,1.0,1.0
5,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4600,10203.0,1.0,8106.0,0.0,15.0,10777.0,366.0,319.0,2097.0,1.0,1.0
6,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4999,8057.0,1.0,6990.5,0.0,18.0,9291.0,94.0,68.0,1066.5,1.0,1.0
7,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4772,9264.0,1.0,8068.5,8841.0,9.0,9270.0,238.0,302.0,1195.5,1.0,1.0
8,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,3918,11044.0,1.0,9016.0,0.0,17.0,8341.0,465.0,294.0,2028.0,1.0,1.0
9,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4984,7961.0,1.0,7679.5,7961.0,18.0,10782.0,329.0,223.0,281.5,1.0,1.0
10,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4718,8737.0,1.0,7408.5,0.0,26.0,10749.0,342.0,220.0,1328.5,1.0,1.0
11,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4707,9821.0,1.0,7563.0,0.0,17.0,9205.0,393.0,264.0,2258.0,1.0,1.0
12,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4735,9017.0,1.0,7417.5,8581.0,21.0,9038.0,553.0,439.0,1599.5,1.0,1.0
13,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4940,8737.0,1.0,7413.0,8386.0,22.0,9104.0,473.0,348.0,1324.0,1.0,1.0
14,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4988,9388.0,1.0,7873.5,9022.0,14.0,11131.0,254.0,255.0,1514.5,1.0,1.0
15,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4980,10647.0,0.0,8556.0,9658.0,17.0,10031.0,362.0,245.0,2091.0,1.0,1.0
16,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4776,8659.0,1.0,6696.5,7237.0,25.0,9057.0,122.0,72.0,1962.5,1.0,1.0
17,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4157,9447.0,1.0,7490.0,0.0,26.0,8892.0,96.0,251.0,1957.0,1.0,1.0
18,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,3448,10432.0,1.0,8674.5,9664.0,23.0,8614.0,631.0,389.0,1757.5,1.0,1.0
19,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4998,11064.0,1.0,7879.5,9095.0,23.0,10961.0,260.0,257.0,3184.5,1.0,1.0
20,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4990,7955.0,1.0,7032.5,7588.0,22.0,9437.0,432.0,302.0,922.5,1.0,1.0
21,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4998,7715.0,1.0,7124.0,0.0,25.0,9736.0,370.0,249.0,591.0,1.0,1.0
22,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4841,10828.0,1.0,8471.5,0.0,19.0,10277.0,574.0,488.0,2356.5,1.0,1.0
23,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4970,9991.0,1.0,8354.0,8950.0,20.0,9090.0,496.0,337.0,1637.0,1.0,1.0
24,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4625,9258.0,1.0,7881.5,8338.0,18.0,9225.0,413.0,416.0,1376.5,1.0,1.0
25,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4984,10967.0,1.0,8588.5,9482.0,28.0,10377.0,565.0,438.0,2378.5,1.0,1.0
26,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4999,10389.0,1.0,7647.5,0.0,23.0,10337.0,266.0,310.0,2741.5,1.0,1.0
27,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,2447,12551.0,1.0,8267.5,10197.0,23.0,6905.0,740.0,373.0,4283.5,1.0,1.0
28,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4995,9017.0,1.0,8017.5,8491.0,15.0,9833.0,377.0,305.0,999.5,1.0,1.0
29,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4840,9721.0,1.0,7876.5,0.0,23.0,10591.0,212.0,187.0,1844.5,1.0,1.0
30,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,2838,9653.0,1.0,8149.0,0.0,7.0,6233.0,451.0,394.0,1504.0,1.0,1.0
31,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4650,10513.0,1.0,7852.5,8626.0,37.0,10838.0,785.0,397.0,2660.5,1.0,1.0
32,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4881,9502.0,1.0,8093.5,0.0,18.0,8507.0,545.0,501.0,1408.5,1.0,1.0
33,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4985,7499.0,1.0,6869.0,7499.0,19.0,10735.0,341.0,334.0,630.0,1.0,1.0
34,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4942,9483.0,1.0,8075.5,0.0,11.0,10646.0,225.0,283.0,1407.5,1.0,1.0
35,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,500.0,DSA_ASY,0.7,4995,7993.0,1.0,6736.5,7149.0,29.0,10244.0,315.0,304.0,1256.5,1.0,1.0
